2 ../nhg/6lzg.nhg ../lig/ligCHEMBL115.lig 1 0.000000 2 nb:0.0006, b:0.9994 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL344159.lig 1 0.000000 2 nb:0.4400, b:0.5600 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL177880.lig 1 0.000000 2 nb:0.1772, b:0.8228 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL548.lig 1 0.000000 2 nb:0.9912, b:0.0088 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL494163.lig 1 0.000000 2 nb:0.0974, b:0.9026 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1085765.lig 1 0.000000 2 nb:0.7948, b:0.2052 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL195.lig 1 0.000000 2 nb:0.9206, b:0.0794 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1551.lig 1 0.000000 2 nb:0.8159, b:0.1841 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL70.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL519643.lig 1 0.000000 2 nb:0.7028, b:0.2972 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1360.lig 1 0.000000 2 nb:0.0007, b:0.9993 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL12.lig 1 0.000000 2 nb:0.8974, b:0.1026 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL193.lig 1 0.000000 2 nb:0.9534, b:0.0466 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL560.lig 1 0.000000 2 nb:0.1278, b:0.8722 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL19019.lig 1 0.000000 2 nb:0.9899, b:0.0101 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL80.lig 1 0.000000 2 nb:0.9998, b:0.0002 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL963.lig 1 0.000000 2 nb:0.9958, b:0.0042 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL661.lig 1 0.000000 2 nb:0.9967, b:0.0033 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL646.lig 1 0.000000 2 nb:0.9979, b:0.0021 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL428647.lig 1 0.000000 2 nb:0.4441, b:0.5559 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL49.lig 1 0.000000 2 nb:0.1889, b:0.8111 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL42.lig 1 0.000000 2 nb:0.9494, b:0.0506 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL85.lig 1 0.000000 2 nb:0.0019, b:0.9981 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1706.lig 1 0.000000 2 nb:0.8682, b:0.1318 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL593.lig 1 0.000000 2 nb:0.4840, b:0.5160 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL288441.lig 1 0.000000 2 nb:0.0007, b:0.9993 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL223228.lig 1 0.000000 2 nb:0.0001, b:0.9999 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL554.lig 1 0.000000 2 nb:0.0092, b:0.9908 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL553.lig 1 0.000000 2 nb:0.0144, b:0.9856 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL90.lig 1 0.000000 2 nb:0.5853, b:0.4147 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL939.lig 1 0.000000 2 nb:0.0544, b:0.9456 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1323.lig 1 0.000000 2 nb:0.7798, b:0.2202 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL534.lig 1 0.000000 2 nb:0.9002, b:0.0998 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL53.lig 1 0.000000 2 nb:0.8559, b:0.1441 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1719.lig 1 0.000000 2 nb:0.9055, b:0.0945 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL129.lig 1 0.000000 2 nb:0.0163, b:0.9837 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1071.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL109.lig 1 0.000000 2 nb:0.1475, b:0.8525 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL108.lig 1 0.000000 2 nb:0.9393, b:0.0607 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL16.lig 1 0.000000 2 nb:0.0419, b:0.9581 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL440464.lig 1 0.000000 2 nb:0.6347, b:0.3653 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL23.lig 1 0.000000 2 nb:0.9952, b:0.0048 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL143991.lig 1 0.000000 2 nb:0.0101, b:0.9899 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL14.lig 1 0.000000 2 nb:0.9999, b:0.0001 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL73452.lig 1 0.000000 2 nb:0.0000, b:1.0000 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL135.lig 1 0.000000 2 nb:0.9996, b:0.0004 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL405.lig 1 0.000000 2 nb:0.9949, b:0.0051 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3234032.lig 1 0.000000 2 nb:0.9710, b:0.0290 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL36148.lig 1 0.000000 2 nb:0.0012, b:0.9988 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL128.lig 1 0.000000 2 nb:0.3315, b:0.6685 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL781.lig 1 0.000000 2 nb:0.7232, b:0.2768 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL690.lig 1 0.000000 2 nb:0.0170, b:0.9830 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL608.lig 1 0.000000 2 nb:0.0003, b:0.9997 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL550.lig 1 0.000000 2 nb:0.9842, b:0.0158 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL433.lig 1 0.000000 2 nb:0.9912, b:0.0088 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL603.lig 1 0.000000 2 nb:0.0948, b:0.9052 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL154.lig 1 0.000000 2 nb:0.9478, b:0.0522 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL461.lig 1 0.000000 2 nb:0.9801, b:0.0199 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1123.lig 1 0.000000 2 nb:0.9736, b:0.0264 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL11.lig 1 0.000000 2 nb:0.8950, b:0.1050 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL748.lig 1 0.000000 2 nb:0.9991, b:0.0009 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL813.lig 1 0.000000 2 nb:0.0076, b:0.9924 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL15770.lig 1 0.000000 2 nb:0.9736, b:0.0264 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL159.lig 1 0.000000 2 nb:0.9860, b:0.0140 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL472.lig 1 0.000000 2 nb:0.2135, b:0.7865 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3261333.lig 1 0.000000 2 nb:0.0003, b:0.9997 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1073.lig 1 0.000000 2 nb:0.6572, b:0.3428 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL265640.lig 1 0.000000 2 nb:0.9666, b:0.0334 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL66274.lig 1 0.000000 2 nb:0.0001, b:0.9999 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL513.lig 1 0.000000 2 nb:0.7887, b:0.2113 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL622.lig 1 0.000000 2 nb:0.9981, b:0.0019 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL333598.lig 1 0.000000 2 nb:0.9787, b:0.0213 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL268846.lig 1 0.000000 2 nb:1.0000, b:0.0000 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL578.lig 1 0.000000 2 nb:0.0123, b:0.9877 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL54688.lig 1 0.000000 2 nb:0.0014, b:0.9986 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL431.lig 1 0.000000 2 nb:0.0130, b:0.9870 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL592.lig 1 0.000000 2 nb:0.9973, b:0.0027 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL531.lig 1 0.000000 2 nb:0.8918, b:0.1082 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288667.lig 1 0.000000 2 nb:0.0020, b:0.9980 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL698.lig 1 0.000000 2 nb:0.8946, b:0.1054 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL79.lig 1 0.000000 2 nb:0.9956, b:0.0044 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288674.lig 1 0.000000 2 nb:0.0102, b:0.9898 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL811.lig 1 0.000000 2 nb:0.9863, b:0.0137 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288678.lig 1 0.000000 2 nb:0.0013, b:0.9987 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL657.lig 1 0.000000 2 nb:0.9719, b:0.0281 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288959.lig 1 0.000000 2 nb:0.0050, b:0.9950 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL753.lig 1 0.000000 2 nb:0.9301, b:0.0699 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288952.lig 1 0.000000 2 nb:0.5430, b:0.4570 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288944.lig 1 0.000000 2 nb:0.7317, b:0.2683 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL643.lig 1 0.000000 2 nb:0.3895, b:0.6105 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288962.lig 1 0.000000 2 nb:0.9934, b:0.0066 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL841.lig 1 0.000000 2 nb:0.4798, b:0.5202 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL117785.lig 1 0.000000 2 nb:0.0004, b:0.9996 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1108.lig 1 0.000000 2 nb:0.5804, b:0.4196 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288964.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288965.lig 1 0.000000 2 nb:0.9926, b:0.0074 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL3288967.lig 1 0.000000 2 nb:0.9948, b:0.0052 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL516.lig 1 0.000000 2 nb:0.7778, b:0.2222 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL772.lig 1 0.000000 2 nb:0.0059, b:0.9941 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL467.lig 1 0.000000 2 nb:1.0000, b:0.0000 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL452.lig 1 0.000000 2 nb:0.9806, b:0.0194 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL485.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL500.lig 1 0.000000 2 nb:0.4036, b:0.5964 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL594.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL589.lig 1 0.000000 2 nb:0.9039, b:0.0961 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL838.lig 1 0.000000 2 nb:0.9037, b:0.0963 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL279075.lig 1 0.000000 2 nb:0.9849, b:0.0151 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1314.lig 1 0.000000 2 nb:1.0000, b:0.0000 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL647.lig 1 0.000000 2 nb:0.9955, b:0.0045 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL101.lig 1 0.000000 2 nb:0.9843, b:0.0157 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL19393.lig 1 0.000000 2 nb:0.9961, b:0.0039 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL35233.lig 1 0.000000 2 nb:0.5159, b:0.4841 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1200970.lig 1 0.000000 2 nb:0.2612, b:0.7388 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL75.lig 1 0.000000 2 nb:0.0002, b:0.9998 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL849.lig 1 0.000000 2 nb:0.0017, b:0.9983 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL103.lig 1 0.000000 2 nb:0.8571, b:0.1429 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL502.lig 1 0.000000 2 nb:0.4604, b:0.5396 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1337960.lig 1 0.000000 2 nb:0.3897, b:0.6103 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1399.lig 1 0.000000 2 nb:0.0004, b:0.9996 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL488.lig 1 0.000000 2 nb:0.9933, b:0.0067 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1025.lig 1 0.000000 2 nb:0.9917, b:0.0083 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL641.lig 1 0.000000 2 nb:0.9514, b:0.0486 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL612.lig 1 0.000000 2 nb:0.9948, b:0.0052 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL278020.lig 1 0.000000 2 nb:0.9985, b:0.0015 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL29.lig 1 0.000000 2 nb:0.1786, b:0.8214 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL386630.lig 1 0.000000 2 nb:0.1957, b:0.8043 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1757.lig 1 0.000000 2 nb:0.9891, b:0.0109 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL852.lig 1 0.000000 2 nb:0.0438, b:0.9562 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1957094.lig 1 0.000000 2 nb:0.0709, b:0.9291 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL504.lig 1 0.000000 2 nb:1.0000, b:0.0000 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL832.lig 1 0.000000 2 nb:0.9807, b:0.0193 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL293410.lig 1 0.000000 2 nb:0.9997, b:0.0003 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL437.lig 1 0.000000 2 nb:0.0780, b:0.9220 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL149177.lig 1 0.000000 2 nb:0.1580, b:0.8420 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL782.lig 1 0.000000 2 nb:0.9950, b:0.0050 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL273571.lig 1 0.000000 2 nb:0.9995, b:0.0005 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL560511.lig 1 0.000000 2 nb:0.0566, b:0.9434 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL934.lig 1 0.000000 2 nb:0.9865, b:0.0135 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL814.lig 1 0.000000 2 nb:0.0781, b:0.9219 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL809.lig 1 0.000000 2 nb:0.1953, b:0.8047 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL830.lig 1 0.000000 2 nb:0.9922, b:0.0078 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL679.lig 1 0.000000 2 nb:0.9833, b:0.0167 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1437.lig 1 0.000000 2 nb:0.9990, b:0.0010 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL517.lig 1 0.000000 2 nb:0.9843, b:0.0157 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL443.lig 1 0.000000 2 nb:0.0020, b:0.9980 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL123325.lig 1 0.000000 2 nb:0.9851, b:0.0149 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1043.lig 1 0.000000 2 nb:0.0599, b:0.9401 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL741.lig 1 0.000000 2 nb:0.9946, b:0.0054 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL547.lig 1 0.000000 2 nb:0.0978, b:0.9022 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1065.lig 1 0.000000 2 nb:0.0042, b:0.9958 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL473.lig 1 0.000000 2 nb:0.0891, b:0.9109 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL99946.lig 1 0.000000 2 nb:0.9913, b:0.0087 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL1023.lig 1 0.000000 2 nb:0.1576, b:0.8424 pred:1
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL106553.lig 1 0.000000 2 nb:0.9980, b:0.0020 pred:0
2 ../nhg/6lzg.nhg ../lig/ligCHEMBL302213.lig 1 0.000000 2 nb:0.8484, b:0.1516 pred:0
